Order_ID,Customer_ID,Products,Order_Date,Order_Status,Shipping_Method,Payment_Method,Total_Price
ORDT03933,CSTM307,"ETWS048 (x2, Rp249000); ETWS990 (x2, Rp227050)",2024-08-10,Selesai,J&T,GoPay,952100
ORDT71601,CSTM710,"ETWS045 (x2, Rp219000); ETWS265 (x2, Rp104500); ETWS753 (x3, Rp245000)",2024-04-15,Selesai,J&T,GoPay,1382000
ORDT90284,CSTM591,"ETWS021 (x3, Rp227050); ETWS943 (x3, Rp692550); ETWS633 (x2, Rp129000)",2024-10-06,Selesai,J&T,OVO,3016800
ORDT04471,CSTM838,"ETWS134 (x2, Rp279000); ETWS110 (x1, Rp129000)",2024-09-08,Selesai,SiCepat,Transfer Bank - BNI,687000
ORDT87640,CSTM686,"ETWS087 (x3, Rp181300)",2024-05-30,Selesai,JNE,GoPay,543900
ORDT04596,CSTM899,"ETWS023 (x2, Rp275080)",2024-11-23,Selesai,JNE,Transfer Bank - BNI,550160
ORDT14018,CSTM235,"ETWS555 (x1, Rp399000)",2024-02-29,Selesai,SiCepat,GoPay,399000
ORDT94659,CSTM652,"ETWS542 (x1, Rp499000); ETWS491 (x3, Rp75050)",2024-07-06,Selesai,SiCepat,OVO,724150
ORDT66572,CSTM790,"ETWS172 (x2, Rp699000); ETWS328 (x1, Rp79000)",2024-05-04,Selesai,J&T,Transfer Bank - BCA,1477000
ORDT36844,CSTM943,"ETWS990 (x3, Rp227050)",2025-02-25,Pending,J&T,OVO,681150
ORDT14417,CSTM020,"ETWS791 (x3, Rp269000); ETWS990 (x1, Rp227050)",2024-12-03,Selesai,SiCepat,COD,1034050
ORDT62716,CSTM277,"ETWS107 (x2, Rp249000); ETWS752 (x3, Rp551080); ETWS258 (x2, Rp426550)",2024-10-19,Selesai,JNE,Transfer Bank - Mandiri,3004340
ORDT12128,CSTM477,"ETWS175 (x1, Rp399000)",2024-08-31,Selesai,JNE,COD,399000
ORDT63955,CSTM061,"ETWS133 (x1, Rp167200); ETWS559 (x2, Rp184500)",2024-06-28,Selesai,J&T,GoPay,536200
ORDT81470,CSTM740,"ETWS832 (x2, Rp104500); ETWS600 (x2, Rp237300); ETWS138 (x1, Rp369000)",2024-06-14,Selesai,J&T,Transfer Bank - Mandiri,1052600
ORDT25314,CSTM473,"ETWS282 (x1, Rp329000)",2025-01-24,Selesai,SiCepat,Transfer Bank - Mandiri,329000
ORDT05523,CSTM909,"ETWS540 (x3, Rp679000); ETWS576 (x1, Rp464550)",2024-10-01,Selesai,SiCepat,Transfer Bank - BRI,2501550
ORDT57907,CSTM717,"ETWS995 (x2, Rp489000)",2024-11-05,Selesai,J&T,GoPay,978000
ORDT90883,CSTM401,"ETWS493 (x2, Rp279000); ETWS077 (x3, Rp149500); ETWS195 (x1, Rp94050)",2024-11-26,Selesai,SiCepat,Transfer Bank - Mandiri,1100550
ORDT14279,CSTM579,"ETWS753 (x1, Rp245000); ETWS177 (x2, Rp209000); ETWS343 (x3, Rp299000)",2024-07-22,Selesai,SiCepat,Transfer Bank - Mandiri,1560000
ORDT25415,CSTM093,"ETWS791 (x1, Rp269000)",2024-08-04,Selesai,SiCepat,OVO,269000
ORDT24915,CSTM157,"ETWS338 (x2, Rp89500)",2024-04-02,Selesai,SiCepat,Transfer Bank - BNI,179000
ORDT09348,CSTM318,"ETWS567 (x3, Rp104300); ETWS555 (x3, Rp399000); ETWS004 (x1, Rp199000)",2024-05-02,Selesai,JNE,GoPay,1708900
ORDT47121,CSTM774,"ETWS791 (x1, Rp269000); ETWS943 (x1, Rp692550)",2025-01-21,Selesai,SiCepat,GoPay,961550
ORDT57551,CSTM296,"ETWS029 (x1, Rp239000); ETWS832 (x1, Rp104500); ETWS187 (x2, Rp219000)",2024-02-23,Selesai,JNE,Transfer Bank - Mandiri,781500
ORDT08282,CSTM669,"ETWS253 (x1, Rp199000); ETWS661 (x1, Rp449000)",2025-02-27,Pending,JNE,COD,648000
ORDT70501,CSTM089,"ETWS021 (x3, Rp227050)",2024-06-05,Selesai,J&T,Transfer Bank - BRI,681150
ORDT66831,CSTM206,"ETWS506 (x2, Rp399000)",2024-08-05,Selesai,SiCepat,Transfer Bank - BRI,798000
ORDT13615,CSTM187,"ETWS297 (x2, Rp156750)",2024-12-09,Selesai,SiCepat,Transfer Bank - BNI,313500
ORDT96151,CSTM398,"ETWS282 (x2, Rp329000); ETWS943 (x3, Rp692550)",2025-02-27,Pending,JNE,GoPay,2735650
ORDT99609,CSTM701,"ETWS440 (x3, Rp502550); ETWS107 (x1, Rp249000)",2024-10-23,Selesai,JNE,DANA,1756650
ORDT80290,CSTM287,"ETWS519 (x3, Rp309000); ETWS805 (x3, Rp113050); ETWS697 (x1, Rp399200)",2025-01-28,Selesai,SiCepat,Transfer Bank - BNI,1665350
ORDT85086,CSTM888,"ETWS399 (x2, Rp49000); ETWS816 (x3, Rp200000)",2024-02-13,Selesai,SiCepat,GoPay,698000
ORDT10933,CSTM800,"ETWS037 (x2, Rp274500); ETWS745 (x2, Rp399000)",2024-02-24,Selesai,J&T,Transfer Bank - BCA,1347000
ORDT09411,CSTM380,"ETWS946 (x2, Rp349000); ETWS001 (x3, Rp299000); ETWS540 (x2, Rp679000)",2024-02-02,Selesai,SiCepat,Transfer Bank - Mandiri,2953000
ORDT90976,CSTM562,"ETWS811 (x1, Rp289000); ETWS880 (x3, Rp272300)",2024-08-17,Selesai,SiCepat,Transfer Bank - Mandiri,1105900
ORDT26130,CSTM234,"ETWS595 (x3, Rp449000); ETWS004 (x1, Rp199000)",2024-04-20,Selesai,SiCepat,Transfer Bank - Mandiri,1546000
ORDT37218,CSTM971,"ETWS396 (x1, Rp249000)",2024-03-17,Selesai,JNE,Transfer Bank - Mandiri,249000
ORDT63068,CSTM214,"ETWS744 (x1, Rp467100); ETWS416 (x2, Rp616550); ETWS225 (x3, Rp399000)",2024-07-04,Selesai,SiCepat,GoPay,2897200
ORDT34524,CSTM377,"ETWS396 (x3, Rp249000); ETWS261 (x2, Rp85000)",2025-01-09,Selesai,JNE,GoPay,917000
ORDT56424,CSTM922,"ETWS805 (x2, Rp113050); ETWS401 (x2, Rp551080); ETWS013 (x2, Rp429000)",2024-02-19,Selesai,J&T,DANA,2186260
ORDT83769,CSTM017,"ETWS672 (x1, Rp749000); ETWS061 (x3, Rp199000); ETWS029 (x2, Rp239000)",2025-02-25,Pending,J&T,GoPay,1824000
ORDT77065,CSTM291,"ETWS746 (x3, Rp369550); ETWS343 (x3, Rp299000); ETWS544 (x1, Rp141550)",2025-01-24,Selesai,J&T,Transfer Bank - Mandiri,2147200
ORDT86872,CSTM321,"ETWS109 (x1, Rp224500); ETWS045 (x1, Rp219000)",2024-02-02,Selesai,J&T,GoPay,443500
ORDT44542,CSTM257,"ETWS039 (x2, Rp69000); ETWS258 (x2, Rp426550)",2024-01-04,Selesai,SiCepat,Transfer Bank - Mandiri,991100
ORDT19655,CSTM324,"ETWS087 (x1, Rp181300); ETWS447 (x1, Rp312550); ETWS672 (x2, Rp749000)",2024-09-13,Selesai,J&T,COD,1991850
ORDT63386,CSTM041,"ETWS401 (x1, Rp551080)",2024-06-27,Selesai,J&T,Transfer Bank - BNI,551080
ORDT69341,CSTM725,"ETWS450 (x1, Rp39000); ETWS195 (x2, Rp94050); ETWS844 (x3, Rp39000)",2024-05-03,Selesai,JNE,OVO,344100
ORDT53287,CSTM138,"ETWS735 (x2, Rp275000); ETWS994 (x2, Rp569050)",2024-05-07,Selesai,SiCepat,Transfer Bank - Mandiri,1688100
ORDT22460,CSTM653,"ETWS623 (x2, Rp616550)",2024-07-06,Selesai,J&T,COD,1233100
ORDT04902,CSTM136,"ETWS175 (x1, Rp399000)",2024-12-30,Selesai,J&T,OVO,399000
ORDT08116,CSTM777,"ETWS459 (x1, Rp171600); ETWS880 (x2, Rp272300); ETWS359 (x2, Rp144000)",2024-03-28,Selesai,J&T,Transfer Bank - BRI,1004200
ORDT10376,CSTM303,"ETWS328 (x1, Rp79000); ETWS394 (x3, Rp160550)",2024-09-09,Selesai,JNE,OVO,560650
ORDT58137,CSTM703,"ETWS111 (x3, Rp479000)",2024-06-10,Selesai,J&T,Transfer Bank - Mandiri,1437000
ORDT36629,CSTM963,"ETWS446 (x2, Rp149500); ETWS133 (x3, Rp167200); ETWS048 (x1, Rp249000)",2024-01-08,Selesai,JNE,OVO,1049600
ORDT12666,CSTM886,"ETWS223 (x1, Rp209000); ETWS491 (x2, Rp75050)",2024-02-25,Selesai,JNE,GoPay,359100
ORDT04150,CSTM948,"ETWS626 (x2, Rp160000); ETWS540 (x1, Rp679000)",2024-08-06,Selesai,SiCepat,GoPay,999000
ORDT29354,CSTM681,"ETWS402 (x2, Rp181300); ETWS221 (x2, Rp729000); ETWS937 (x3, Rp499000)",2024-09-19,Selesai,SiCepat,Transfer Bank - BCA,3317600
ORDT90654,CSTM331,"ETWS816 (x2, Rp200000)",2024-09-12,Selesai,J&T,DANA,400000
ORDT18595,CSTM467,"ETWS526 (x2, Rp349000); ETWS273 (x3, Rp499000); ETWS037 (x1, Rp274500)",2024-03-14,Selesai,J&T,Transfer Bank - BCA,2469500
ORDT54984,CSTM172,"ETWS085 (x1, Rp349000)",2024-07-03,Selesai,SiCepat,OVO,349000
ORDT34934,CSTM314,"ETWS466 (x3, Rp189000)",2024-02-04,Selesai,J&T,Transfer Bank - BRI,567000
ORDT66189,CSTM906,"ETWS175 (x1, Rp399000); ETWS491 (x2, Rp75050); ETWS997 (x1, Rp272300)",2024-09-13,Selesai,JNE,OVO,821400
ORDT11639,CSTM997,"ETWS115 (x1, Rp569050)",2024-04-11,Selesai,J&T,Transfer Bank - BNI,569050
ORDT02374,CSTM375,"ETWS845 (x3, Rp239600)",2024-06-21,Selesai,JNE,Transfer Bank - BCA,718800
ORDT36537,CSTM229,"ETWS682 (x2, Rp279000)",2024-10-14,Selesai,JNE,Transfer Bank - BNI,558000
ORDT28656,CSTM130,"ETWS109 (x1, Rp224500); ETWS197 (x2, Rp272300)",2024-03-16,Selesai,JNE,Transfer Bank - BNI,769100
ORDT08214,CSTM905,"ETWS170 (x1, Rp569050)",2024-04-17,Selesai,SiCepat,Transfer Bank - BNI,569050
ORDT85475,CSTM570,"ETWS505 (x3, Rp399000); ETWS456 (x1, Rp549000)",2024-03-14,Selesai,J&T,OVO,1746000
ORDT21428,CSTM821,"ETWS811 (x2, Rp289000); ETWS170 (x3, Rp569050); ETWS125 (x1, Rp692550)",2024-11-24,Selesai,J&T,DANA,2977700
ORDT37906,CSTM310,"ETWS733 (x1, Rp426550); ETWS039 (x3, Rp69000); ETWS993 (x3, Rp464550)",2024-05-17,Selesai,SiCepat,Transfer Bank - BRI,2027200
ORDT99493,CSTM582,"ETWS098 (x2, Rp31539100); ETWS120 (x1, Rp49000); ETWS774 (x1, Rp199000)",2024-03-02,Selesai,J&T,Transfer Bank - Mandiri,63326200
ORDT40748,CSTM294,"ETWS516 (x1, Rp219000); ETWS940 (x3, Rp164500); ETWS567 (x3, Rp104300)",2024-12-17,Selesai,JNE,GoPay,1025400
ORDT92602,CSTM692,"ETWS752 (x3, Rp551080); ETWS261 (x2, Rp85000); ETWS516 (x3, Rp219000)",2024-04-29,Selesai,JNE,COD,2480240
ORDT86510,CSTM743,"ETWS238 (x2, Rp324350); ETWS148 (x2, Rp94050)",2024-12-28,Selesai,J&T,OVO,836800
ORDT67193,CSTM021,"ETWS519 (x1, Rp309000); ETWS023 (x3, Rp275080); ETWS844 (x2, Rp39000)",2024-07-30,Selesai,J&T,OVO,1212240
ORDT73963,CSTM797,"ETWS746 (x2, Rp369550); ETWS752 (x3, Rp551080)",2024-04-24,Selesai,SiCepat,OVO,2392340
ORDT51483,CSTM251,"ETWS904 (x1, Rp170050); ETWS006 (x2, Rp179000)",2024-10-14,Selesai,SiCepat,Transfer Bank - Mandiri,528050
ORDT29431,CSTM042,"ETWS522 (x1, Rp129150); ETWS115 (x2, Rp569050)",2024-08-31,Selesai,SiCepat,COD,1267250
ORDT80716,CSTM192,"ETWS595 (x3, Rp449000); ETWS875 (x3, Rp39000); ETWS623 (x3, Rp616550)",2024-02-07,Selesai,JNE,OVO,3313650
ORDT67639,CSTM152,"ETWS087 (x1, Rp181300); ETWS746 (x2, Rp369550); ETWS109 (x3, Rp224500)",2024-03-26,Selesai,SiCepat,Transfer Bank - Mandiri,1593900
ORDT14755,CSTM734,"ETWS161 (x1, Rp259000); ETWS273 (x2, Rp499000)",2024-06-20,Selesai,SiCepat,COD,1257000
ORDT25516,CSTM299,"ETWS396 (x2, Rp249000); ETWS334 (x1, Rp616550)",2024-09-19,Selesai,SiCepat,DANA,1114550
ORDT54390,CSTM860,"ETWS412 (x1, Rp151050); ETWS321 (x2, Rp79000)",2024-08-17,Selesai,JNE,GoPay,309050
ORDT26437,CSTM114,"ETWS874 (x2, Rp85000); ETWS845 (x1, Rp239600); ETWS297 (x2, Rp156750)",2024-11-16,Selesai,JNE,Transfer Bank - BRI,723100
ORDT08843,CSTM419,"ETWS792 (x2, Rp429000); ETWS786 (x3, Rp422280); ETWS722 (x1, Rp449000)",2024-01-07,Selesai,J&T,OVO,2573840
ORDT76042,CSTM037,"ETWS491 (x1, Rp75050); ETWS440 (x2, Rp502550); ETWS048 (x2, Rp249000)",2024-02-26,Selesai,J&T,DANA,1578150
ORDT86455,CSTM008,"ETWS115 (x2, Rp569050); ETWS752 (x3, Rp551080)",2024-12-24,Selesai,J&T,DANA,2791340
ORDT19627,CSTM862,"ETWS905 (x2, Rp170050)",2024-03-16,Selesai,SiCepat,Transfer Bank - Mandiri,340100
ORDT98429,CSTM073,"ETWS874 (x3, Rp85000); ETWS755 (x1, Rp129000); ETWS194 (x2, Rp5000)",2025-02-26,Pending,J&T,OVO,394000
ORDT55075,CSTM459,"ETWS995 (x3, Rp489000)",2025-01-04,Selesai,J&T,Transfer Bank - BNI,1467000
ORDT33396,CSTM780,"ETWS989 (x1, Rp459000); ETWS819 (x2, Rp94050)",2024-03-16,Selesai,JNE,DANA,647100
ORDT54374,CSTM363,"ETWS145 (x3, Rp399000)",2024-05-30,Selesai,SiCepat,OVO,1197000
ORDT95023,CSTM761,"ETWS110 (x3, Rp129000)",2024-07-03,Selesai,JNE,OVO,387000
ORDT27161,CSTM987,"ETWS512 (x1, Rp407550); ETWS744 (x1, Rp467100); ETWS334 (x1, Rp616550)",2024-12-02,Selesai,JNE,Transfer Bank - BRI,1491200
ORDT62051,CSTM412,"ETWS810 (x2, Rp209000)",2024-01-17,Selesai,SiCepat,OVO,418000
ORDT42533,CSTM107,"ETWS940 (x2, Rp164500)",2024-06-07,Selesai,SiCepat,Transfer Bank - BCA,329000
ORDT28498,CSTM119,"ETWS946 (x1, Rp349000)",2025-01-06,Selesai,SiCepat,Transfer Bank - BRI,349000
ORDT99492,CSTM634,"ETWS522 (x3, Rp129150); ETWS600 (x1, Rp237300); ETWS576 (x3, Rp464550)",2024-06-17,Selesai,J&T,Transfer Bank - BCA,2018400
ORDT42979,CSTM855,"ETWS493 (x2, Rp279000); ETWS131 (x2, Rp429000)",2024-02-01,Selesai,J&T,GoPay,1416000
ORDT28586,CSTM248,"ETWS875 (x2, Rp39000); ETWS671 (x2, Rp74500); ETWS023 (x1, Rp275080)",2024-11-13,Selesai,SiCepat,Transfer Bank - Mandiri,502080
ORDT27117,CSTM406,"ETWS506 (x3, Rp399000); ETWS021 (x2, Rp227050)",2024-11-05,Selesai,J&T,DANA,1651100
ORDT94778,CSTM809,"ETWS048 (x2, Rp249000); ETWS006 (x1, Rp179000); ETWS993 (x2, Rp464550)",2024-11-23,Selesai,J&T,Transfer Bank - BRI,1606100
ORDT77072,CSTM568,"ETWS844 (x1, Rp39000)",2024-05-29,Selesai,JNE,DANA,39000
ORDT98921,CSTM711,"ETWS133 (x3, Rp167200); ETWS877 (x3, Rp104500)",2024-08-29,Selesai,J&T,Transfer Bank - BRI,815100
ORDT79613,CSTM155,"ETWS576 (x2, Rp464550); ETWS811 (x3, Rp289000); ETWS338 (x3, Rp89500)",2025-01-31,Selesai,JNE,Transfer Bank - BRI,2064600
ORDT00322,CSTM924,"ETWS958 (x2, Rp156750); ETWS174 (x2, Rp209300)",2024-06-23,Selesai,SiCepat,Transfer Bank - Mandiri,732100
ORDT27431,CSTM713,"ETWS255 (x1, Rp499000); ETWS534 (x2, Rp493050); ETWS136 (x2, Rp87600)",2024-09-09,Selesai,J&T,Transfer Bank - BNI,1660300
ORDT75871,CSTM938,"ETWS990 (x2, Rp227050); ETWS013 (x1, Rp429000); ETWS320 (x2, Rp429000)",2024-07-06,Selesai,SiCepat,Transfer Bank - BCA,1741100
ORDT35216,CSTM791,"ETWS905 (x1, Rp170050); ETWS175 (x2, Rp399000)",2024-10-07,Selesai,J&T,COD,968050
ORDT43806,CSTM696,"ETWS576 (x3, Rp464550); ETWS753 (x1, Rp245000); ETWS265 (x2, Rp104500)",2024-12-03,Selesai,JNE,COD,1847650
ORDT97842,CSTM984,"ETWS845 (x1, Rp239600)",2024-06-12,Selesai,SiCepat,OVO,239600
ORDT33206,CSTM110,"ETWS048 (x2, Rp249000); ETWS394 (x3, Rp160550)",2024-09-01,Selesai,SiCepat,OVO,979650
ORDT03016,CSTM841,"ETWS902 (x2, Rp191600); ETWS288 (x2, Rp649000)",2025-01-15,Selesai,J&T,Transfer Bank - BNI,1681200
ORDT07438,CSTM542,"ETWS231 (x1, Rp159500); ETWS234 (x3, Rp179000)",2025-01-31,Selesai,J&T,COD,696500
ORDT29676,CSTM547,"ETWS512 (x2, Rp407550); ETWS463 (x1, Rp249000)",2024-02-18,Selesai,J&T,Transfer Bank - BNI,1064100
ORDT70331,CSTM636,"ETWS753 (x2, Rp245000)",2024-03-23,Selesai,SiCepat,DANA,490000
ORDT46448,CSTM281,"ETWS110 (x1, Rp129000)",2025-02-04,Selesai,SiCepat,Transfer Bank - BCA,129000
ORDT11993,CSTM998,"ETWS265 (x2, Rp104500); ETWS175 (x2, Rp399000); ETWS006 (x1, Rp179000)",2025-02-05,Selesai,SiCepat,DANA,1186000
ORDT65716,CSTM578,"ETWS745 (x2, Rp399000); ETWS672 (x1, Rp749000)",2024-02-05,Selesai,J&T,DANA,1547000
ORDT15959,CSTM498,"ETWS835 (x1, Rp170050)",2024-12-05,Selesai,JNE,GoPay,170050
ORDT57736,CSTM952,"ETWS005 (x1, Rp55000); ETWS001 (x3, Rp299000); ETWS722 (x1, Rp449000)",2024-05-07,Selesai,J&T,Transfer Bank - BNI,1401000
ORDT10570,CSTM022,"ETWS446 (x1, Rp149500)",2025-02-05,Selesai,SiCepat,Transfer Bank - Mandiri,149500
ORDT11746,CSTM639,"ETWS195 (x2, Rp94050); ETWS281 (x1, Rp119600); ETWS446 (x1, Rp149500)",2024-03-16,Selesai,SiCepat,Transfer Bank - BRI,457200
ORDT96889,CSTM071,"ETWS005 (x3, Rp55000); ETWS109 (x3, Rp224500); ETWS486 (x1, Rp109000)",2024-09-07,Selesai,SiCepat,Transfer Bank - BCA,947500
ORDT74517,CSTM752,"ETWS522 (x3, Rp129150); ETWS668 (x1, Rp445550)",2024-09-13,Selesai,J&T,COD,833000
ORDT23889,CSTM069,"ETWS994 (x2, Rp569050)",2024-04-08,Selesai,SiCepat,DANA,1138100
ORDT57010,CSTM874,"ETWS623 (x1, Rp616550); ETWS835 (x2, Rp170050)",2024-09-03,Selesai,SiCepat,Transfer Bank - BNI,956650
ORDT13529,CSTM190,"ETWS792 (x1, Rp429000); ETWS416 (x2, Rp616550)",2025-02-05,Selesai,JNE,COD,1662100
ORDT56854,CSTM435,"ETWS573 (x3, Rp209300); ETWS189 (x1, Rp505080); ETWS001 (x2, Rp299000)",2025-01-13,Selesai,SiCepat,Transfer Bank - BCA,1730980
ORDT75570,CSTM499,"ETWS109 (x2, Rp224500); ETWS990 (x1, Rp227050)",2024-05-04,Selesai,JNE,GoPay,676050
ORDT07510,CSTM560,"ETWS880 (x3, Rp272300)",2025-01-29,Selesai,SiCepat,Transfer Bank - Mandiri,816900
ORDT94107,CSTM586,"ETWS131 (x1, Rp429000); ETWS175 (x2, Rp399000); ETWS138 (x2, Rp369000)",2024-10-10,Selesai,SiCepat,DANA,1965000
ORDT06816,CSTM122,"ETWS265 (x1, Rp104500); ETWS989 (x1, Rp459000)",2024-08-16,Selesai,J&T,Transfer Bank - Mandiri,563500
ORDT80957,CSTM432,"ETWS180 (x3, Rp99000)",2024-05-18,Selesai,J&T,Transfer Bank - BCA,297000
ORDT13257,CSTM198,"ETWS109 (x1, Rp224500)",2025-01-15,Selesai,SiCepat,GoPay,224500
ORDT80550,CSTM060,"ETWS194 (x2, Rp5000); ETWS021 (x1, Rp227050); ETWS231 (x2, Rp159500)",2024-06-20,Selesai,J&T,GoPay,556050
ORDT60822,CSTM819,"ETWS297 (x2, Rp156750); ETWS172 (x3, Rp699000)",2024-12-10,Selesai,J&T,Transfer Bank - BCA,2410500
ORDT51034,CSTM450,"ETWS061 (x3, Rp199000); ETWS408 (x2, Rp164500)",2024-02-22,Selesai,JNE,DANA,926000
ORDT63693,CSTM237,"ETWS440 (x3, Rp502550); ETWS212 (x3, Rp199500); ETWS258 (x2, Rp426550)",2025-02-08,Selesai,JNE,Transfer Bank - Mandiri,2959250
ORDT08190,CSTM137,"ETWS258 (x3, Rp426550)",2024-01-07,Selesai,JNE,Transfer Bank - BNI,1279650
ORDT68564,CSTM917,"ETWS682 (x1, Rp279000); ETWS140 (x2, Rp376350)",2024-12-10,Selesai,J&T,GoPay,1031700
ORDT88583,CSTM908,"ETWS672 (x1, Rp749000)",2024-02-12,Selesai,SiCepat,Transfer Bank - Mandiri,749000
ORDT04631,CSTM573,"ETWS396 (x1, Rp249000); ETWS774 (x3, Rp199000); ETWS522 (x3, Rp129150)",2024-04-08,Selesai,J&T,COD,1233450
ORDT60446,CSTM298,"ETWS835 (x3, Rp170050)",2025-02-06,Selesai,JNE,COD,510150
ORDT18288,CSTM259,"ETWS311 (x3, Rp209000); ETWS943 (x3, Rp692550)",2024-11-11,Selesai,J&T,COD,2704650
ORDT42737,CSTM144,"ETWS880 (x2, Rp272300); ETWS905 (x1, Rp170050); ETWS061 (x1, Rp199000)",2024-08-01,Selesai,J&T,GoPay,913650
ORDT36704,CSTM184,"ETWS270 (x2, Rp219000); ETWS817 (x1, Rp467100); ETWS187 (x2, Rp219000)",2024-10-13,Selesai,JNE,Transfer Bank - Mandiri,1343100
ORDT41882,CSTM861,"ETWS958 (x3, Rp156750); ETWS993 (x3, Rp464550); ETWS524 (x1, Rp171600)",2024-12-27,Selesai,JNE,Transfer Bank - BNI,2035500
ORDT48320,CSTM873,"ETWS273 (x3, Rp499000); ETWS837 (x2, Rp324350); ETWS316 (x3, Rp244300)",2024-08-03,Selesai,JNE,GoPay,2878600
ORDT17132,CSTM164,"ETWS446 (x2, Rp149500); ETWS811 (x3, Rp289000); ETWS123 (x3, Rp149000)",2024-09-27,Selesai,JNE,OVO,1613000
ORDT19933,CSTM831,"ETWS084 (x1, Rp174500); ETWS839 (x2, Rp249000)",2024-09-13,Selesai,SiCepat,OVO,672500
ORDT35856,CSTM173,"ETWS576 (x1, Rp464550)",2025-01-20,Selesai,JNE,GoPay,464550
ORDT51106,CSTM313,"ETWS524 (x3, Rp171600); ETWS990 (x1, Rp227050)",2024-02-01,Selesai,J&T,COD,741850
ORDT57753,CSTM275,"ETWS183 (x2, Rp184500); ETWS107 (x3, Rp249000); ETWS447 (x3, Rp312550)",2024-06-14,Selesai,J&T,Transfer Bank - BRI,2053650
ORDT75280,CSTM242,"ETWS816 (x1, Rp200000)",2024-11-03,Selesai,J&T,COD,200000
ORDT54696,CSTM859,"ETWS774 (x3, Rp199000); ETWS735 (x2, Rp275000)",2024-04-20,Selesai,J&T,Transfer Bank - BRI,1147000
ORDT21331,CSTM464,"ETWS148 (x1, Rp94050); ETWS668 (x1, Rp445550); ETWS454 (x3, Rp219000)",2024-07-21,Selesai,JNE,Transfer Bank - Mandiri,1196600
ORDT40192,CSTM128,"ETWS915 (x2, Rp399000); ETWS399 (x3, Rp49000)",2024-08-18,Selesai,J&T,DANA,945000
ORDT48232,CSTM270,"ETWS407 (x3, Rp199500); ETWS524 (x1, Rp171600)",2024-06-30,Selesai,J&T,COD,770100
ORDT79363,CSTM027,"ETWS997 (x2, Rp272300)",2024-01-04,Selesai,JNE,Transfer Bank - BCA,544600
ORDT33115,CSTM854,"ETWS077 (x2, Rp149500)",2024-07-29,Selesai,SiCepat,Transfer Bank - BCA,299000
ORDT03228,CSTM344,"ETWS930 (x2, Rp76650); ETWS708 (x1, Rp391200); ETWS321 (x1, Rp79000)",2024-06-22,Selesai,SiCepat,GoPay,623500
ORDT09455,CSTM521,"ETWS989 (x1, Rp459000); ETWS225 (x2, Rp399000); ETWS774 (x3, Rp199000)",2024-05-20,Selesai,SiCepat,DANA,1854000
ORDT80801,CSTM367,"ETWS231 (x2, Rp159500); ETWS734 (x3, Rp265000)",2024-01-22,Selesai,JNE,COD,1114000
ORDT13810,CSTM141,"ETWS837 (x2, Rp324350); ETWS021 (x2, Rp227050)",2024-02-22,Selesai,JNE,DANA,1102800
ORDT47756,CSTM549,"ETWS328 (x3, Rp79000); ETWS039 (x3, Rp69000)",2024-09-18,Selesai,JNE,DANA,444000
ORDT78908,CSTM160,"ETWS006 (x1, Rp179000); ETWS682 (x2, Rp279000)",2024-12-14,Selesai,JNE,COD,737000
ORDT96889,CSTM766,"ETWS107 (x1, Rp249000); ETWS090 (x1, Rp279000); ETWS001 (x3, Rp299000)",2024-03-23,Selesai,JNE,Transfer Bank - Mandiri,1425000
ORDT99224,CSTM490,"ETWS140 (x1, Rp376350); ETWS534 (x1, Rp493050); ETWS745 (x3, Rp399000)",2024-01-30,Selesai,JNE,Transfer Bank - BCA,2066400
ORDT42446,CSTM186,"ETWS425 (x1, Rp302680); ETWS282 (x3, Rp329000); ETWS338 (x1, Rp89500)",2025-02-15,Dikirim,SiCepat,Transfer Bank - BRI,1379180
ORDT42546,CSTM712,"ETWS048 (x1, Rp249000); ETWS459 (x3, Rp171600); ETWS145 (x2, Rp399000)",2024-07-20,Selesai,JNE,Transfer Bank - BCA,1561800
ORDT36693,CSTM086,"ETWS602 (x1, Rp239500); ETWS110 (x1, Rp129000); ETWS148 (x3, Rp94050)",2024-02-21,Selesai,JNE,Transfer Bank - BRI,650650
ORDT73297,CSTM524,"ETWS120 (x1, Rp49000); ETWS043 (x3, Rp179000)",2024-11-12,Selesai,J&T,Transfer Bank - BCA,586000
ORDT78792,CSTM993,"ETWS425 (x1, Rp302680); ETWS491 (x1, Rp75050); ETWS997 (x2, Rp272300)",2025-02-03,Selesai,J&T,Transfer Bank - Mandiri,922330
ORDT80982,CSTM226,"ETWS902 (x1, Rp191600); ETWS874 (x1, Rp85000); ETWS043 (x3, Rp179000)",2024-05-18,Selesai,JNE,DANA,813600
ORDT17873,CSTM775,"ETWS708 (x1, Rp391200); ETWS997 (x3, Rp272300)",2024-02-14,Selesai,JNE,DANA,1208100
ORDT56684,CSTM804,"ETWS394 (x2, Rp160550); ETWS029 (x1, Rp239000)",2024-11-23,Selesai,J&T,GoPay,560100
ORDT92336,CSTM205,"ETWS937 (x2, Rp499000); ETWS221 (x1, Rp729000)",2025-01-31,Selesai,J&T,OVO,1727000
ORDT21802,CSTM368,"ETWS175 (x3, Rp399000); ETWS534 (x1, Rp493050); ETWS061 (x2, Rp199000)",2024-06-04,Selesai,SiCepat,OVO,2088050
ORDT55107,CSTM637,"ETWS098 (x3, Rp31539100); ETWS540 (x2, Rp679000); ETWS880 (x1, Rp272300)",2024-12-29,Selesai,SiCepat,OVO,96247600
